lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,roll_no,gender,race_ethnicity,parental_level_of_education,Cluster
0,1,17,95,85,86,283,std-4683,male,group A,bachelor's degree,0
1,0,48,56,45,30,179,std-4684,male,group E,some high school,0
1,1,30,68,79,57,234,std-4685,male,group A,associate's degree,0
1,0,24,52,76,15,167,std-4686,male,group D,some college,4
1,1,61,90,84,45,280,std-4687,male,group B,associate's degree,0
1,0,46,91,50,100,287,std-4688,male,group C,some college,2
1,0,64,64,100,95,323,std-4689,male,group D,bachelor's degree,4
1,1,65,80,49,91,285,std-4690,male,group C,high school,2
1,0,56,68,89,100,313,std-4692,male,group B,some college,0
1,0,60,100,57,41,258,std-4693,male,group E,associate's degree,0
1,0,0,60,54,51,165,std-4694,male,group D,master's degree,4
1,1,29,48,54,45,176,std-4695,male,group C,some college,2
1,0,38,100,91,57,286,std-4696,male,group D,high school,4
1,0,20,38,40,62,160,std-4697,male,group C,some college,2
0,0,62,35,30,65,192,std-4698,male,group E,some high school,0
0,0,56,30,98,58,242,std-4699,male,group C,high school,2
1,1,86,88,37,60,271,std-4700,male,group B,associate's degree,0
1,0,28,58,88,72,246,std-4701,male,group B,bachelor's degree,0
1,0,56,69,74,76,275,std-4702,male,group D,high school,4
1,0,24,75,81,80,260,std-4703,male,group C,bachelor's degree,2
1,0,76,34,44,63,217,std-4704,male,group C,master's degree,2
1,1,89,68,42,28,227,std-4705,male,group C,bachelor's degree,2
0,1,75,63,49,56,243,std-4706,male,group E,some college,0
1,0,30,56,62,70,218,std-4707,male,group C,master's degree,2
1,0,54,32,53,49,188,std-4708,male,group B,bachelor's degree,0
1,0,66,63,69,74,272,std-4709,male,group D,some high school,4
1,1,37,76,59,59,231,std-4710,male,group A,some high school,0
1,0,80,96,49,100,325,std-4712,male,group D,some high school,4
1,0,31,48,61,93,233,std-4713,male,group C,associate's degree,2
0,0,70,90,55,83,298,std-4714,male,group C,high school,2
1,0,46,91,61,33,231,std-4715,male,group E,some college,0
1,0,86,100,75,56,317,std-4716,male,group B,associate's degree,0
0,1,49,49,79,49,226,std-4717,male,group C,some college,2
1,1,61,74,57,41,233,std-4718,male,group D,high school,4
0,0,100,100,75,66,341,std-4719,male,group D,some high school,4
0,0,61,95,58,100,314,std-4720,male,group C,associate's degree,2
1,1,13,46,89,75,223,std-4721,male,group B,some college,0
1,0,51,84,64,45,244,std-4722,male,group C,some high school,2
1,0,99,50,85,78,312,std-4723,male,group D,some high school,4
0,0,51,83,40,49,223,std-4724,male,group D,high school,4
1,0,37,84,65,99,285,std-4725,male,group D,some college,4
0,0,30,74,85,27,216,std-4726,male,group D,associate's degree,4
0,0,30,64,98,72,264,std-4727,male,group D,master's degree,4
1,1,63,92,56,59,270,std-4728,male,group E,associate's degree,0
0,0,28,90,66,82,266,std-4729,male,group C,associate's degree,2
1,0,70,87,79,68,304,std-4730,male,group D,some high school,4
1,1,45,25,91,56,217,std-4731,male,group D,some college,4
1,1,43,37,63,67,210,std-4732,male,group B,associate's degree,0
1,0,80,84,29,52,245,std-4733,male,group C,some college,2
1,0,50,51,88,69,258,std-4735,male,group E,high school,0
0,1,50,67,57,45,219,std-4736,male,group D,some college,4
0,0,83,41,65,71,260,std-4737,male,group C,some college,2
1,0,37,61,43,89,230,std-4738,male,group C,associate's degree,2
1,1,52,53,97,79,281,std-4739,male,group A,associate's degree,0
1,1,36,74,54,32,196,std-4740,male,group B,some college,0
1,0,50,59,33,69,211,std-4741,male,group B,some college,0
0,1,69,55,59,71,254,std-4742,male,group B,associate's degree,0
1,0,29,67,55,31,182,std-4743,male,group C,master's degree,2
0,1,57,67,94,100,318,std-4744,male,group A,bachelor's degree,0
1,0,68,75,82,53,278,std-4745,male,group C,some high school,2
0,1,35,82,51,68,236,std-4746,male,group C,master's degree,2
1,0,84,97,64,100,345,std-4747,male,group E,some high school,0
0,0,52,37,100,69,258,std-4748,male,group C,some high school,2
1,0,14,85,72,40,211,std-4749,male,group C,high school,2
0,1,94,70,61,56,281,std-4750,male,group C,high school,2
0,1,32,63,68,44,207,std-4751,male,group B,some high school,0
0,1,53,90,64,60,267,std-4752,male,group C,high school,2
1,1,47,100,57,89,293,std-4753,male,group A,high school,0
1,0,62,91,76,69,298,std-4754,male,group C,associate's degree,2
1,0,43,41,83,40,207,std-4755,male,group B,bachelor's degree,0
0,0,29,56,62,36,183,std-4756,male,group D,some college,4
1,0,60,55,67,14,196,std-4757,male,group D,high school,4
1,0,34,81,35,62,212,std-4758,male,group E,high school,0
0,1,41,37,32,67,177,std-4759,male,group D,some high school,4
1,1,70,47,40,59,216,std-4760,male,group C,high school,2
0,0,57,17,67,92,233,std-4761,male,group B,bachelor's degree,0
1,1,49,90,84,29,252,std-4762,male,group E,some college,0
0,0,45,95,66,89,295,std-4763,male,group E,some college,0
1,1,47,51,87,82,267,std-4764,male,group D,bachelor's degree,4
0,0,15,67,51,61,194,std-4765,male,group B,associate's degree,0
1,1,59,57,59,73,248,std-4766,male,group E,high school,0
1,0,87,94,70,52,303,std-4767,male,group D,some college,4
0,0,58,77,74,92,301,std-4768,male,group B,bachelor's degree,0
0,0,54,91,75,55,275,std-4769,male,group D,associate's degree,4
1,0,22,40,54,65,181,std-4770,male,group D,associate's degree,4
0,1,48,72,100,58,278,std-4771,male,group D,high school,4
0,0,64,99,83,100,346,std-4772,male,group D,associate's degree,4
0,1,38,69,61,83,251,std-4773,male,group D,some college,4
1,0,24,58,55,55,192,std-4774,male,group A,high school,0
1,0,31,67,39,68,205,std-4775,male,group D,bachelor's degree,4
1,1,49,83,39,40,211,std-4776,male,group D,some high school,4
1,1,61,98,99,29,287,std-4777,male,group B,associate's degree,0
1,0,87,88,45,95,315,std-4778,male,group B,associate's degree,0
1,1,61,100,77,92,330,std-4779,male,group C,associate's degree,2
0,1,45,88,46,44,223,std-4780,male,group B,bachelor's degree,0
1,0,67,42,78,76,263,std-4781,male,group D,bachelor's degree,4
1,0,37,83,100,59,279,std-4782,male,group C,bachelor's degree,2
1,0,50,64,90,32,236,std-4783,male,group D,some college,4
0,0,48,22,72,60,202,std-4784,male,group C,associate's degree,2
0,1,42,55,72,56,225,std-4785,male,group C,master's degree,2
1,1,50,83,65,34,232,std-4786,male,group C,some college,2
0,1,27,49,73,87,236,std-4787,male,group E,high school,0
0,0,43,61,99,41,244,std-4788,male,group B,associate's degree,0
1,0,26,89,47,59,221,std-4789,male,group C,associate's degree,2
0,0,18,80,68,45,211,std-4790,male,group A,high school,0
0,0,74,52,61,89,276,std-4791,male,group B,high school,0
1,0,48,71,100,51,270,std-4792,male,group C,bachelor's degree,2
0,1,37,89,70,54,250,std-4793,male,group C,associate's degree,2
1,0,26,93,56,38,213,std-4794,male,group D,some college,4
0,1,83,52,68,64,267,std-4795,male,group B,master's degree,0
1,0,13,94,54,53,214,std-4796,male,group D,bachelor's degree,4
1,0,60,82,54,83,279,std-4797,male,group C,associate's degree,2
0,0,43,84,83,89,299,std-4798,male,group C,associate's degree,2
1,0,22,72,93,59,246,std-4799,male,group D,some high school,4
0,0,38,82,93,86,299,std-4800,male,group D,associate's degree,4
1,0,51,100,70,74,295,std-4801,male,group C,some high school,2
1,0,20,100,38,65,223,std-4802,male,group E,associate's degree,0
0,1,15,71,86,27,199,std-4803,male,group C,associate's degree,2
1,1,69,97,64,40,270,std-4804,male,group C,bachelor's degree,2
0,0,75,50,53,100,278,std-4805,male,group C,associate's degree,2
1,1,98,71,63,75,307,std-4806,male,group D,some high school,4
1,1,77,100,80,84,341,std-4807,male,group C,master's degree,2
1,0,64,100,100,71,335,std-4808,male,group B,some high school,0
0,0,68,89,58,79,294,std-4809,male,group B,bachelor's degree,0
1,0,17,35,55,58,165,std-4810,male,group D,associate's degree,4
0,0,20,61,50,79,210,std-4811,male,group C,some college,2
1,0,60,75,78,78,291,std-4812,male,group C,bachelor's degree,2
0,0,19,45,58,47,169,std-4813,male,group E,master's degree,0
0,0,32,74,43,50,199,std-4814,male,group C,some high school,2
1,1,53,89,44,76,262,std-4816,male,group D,bachelor's degree,4
1,0,21,67,64,52,204,std-4818,male,group B,some college,0
1,0,34,77,72,55,238,std-4819,male,group D,high school,4
1,1,85,63,63,76,287,std-4820,male,group C,some high school,2
1,0,38,62,77,64,241,std-4821,male,group C,some college,2
1,1,35,77,58,80,250,std-4822,male,group B,some college,0
1,1,45,72,82,43,242,std-4824,male,group C,some college,2
1,1,54,89,43,63,249,std-4825,male,group E,associate's degree,0
1,1,57,77,56,78,268,std-4826,male,group D,associate's degree,4
1,0,76,74,62,75,287,std-4827,male,group E,associate's degree,0
0,0,45,57,83,57,242,std-4828,male,group E,high school,0
0,0,82,56,77,74,289,std-4829,male,group B,high school,0
0,0,74,23,41,51,189,std-4830,male,group A,high school,0
0,0,19,93,60,40,212,std-4831,male,group C,associate's degree,2
1,0,24,77,65,100,266,std-4832,male,group C,high school,2
0,0,71,67,100,81,319,std-4833,male,group D,high school,4
1,1,94,100,56,88,338,std-4834,male,group C,some high school,2
0,1,63,95,71,60,289,std-4835,male,group C,associate's degree,2
1,0,26,64,69,73,232,std-4836,male,group E,some high school,0
1,0,0,84,100,49,233,std-4837,male,group B,some college,0
0,0,11,58,54,76,199,std-4838,male,group B,associate's degree,0
0,0,47,41,65,78,231,std-4839,male,group B,some college,0
0,0,49,80,79,46,254,std-4840,male,group C,some college,2
1,0,57,63,45,99,264,std-4841,male,group E,high school,0
0,0,25,76,68,47,216,std-4842,male,group D,associate's degree,4
1,0,89,59,52,58,258,std-4843,male,group D,some high school,4
0,0,53,42,42,67,204,std-4844,male,group D,high school,4
0,1,48,87,73,86,294,std-4845,male,group E,associate's degree,0
1,0,25,47,61,83,216,std-4846,male,group E,some high school,0
1,0,84,60,75,57,276,std-4847,male,group D,some college,4
1,0,52,55,27,63,197,std-4848,male,group A,some college,0
1,1,30,68,85,35,218,std-4849,male,group D,associate's degree,4
1,0,32,72,47,38,189,std-4850,male,group B,bachelor's degree,0
1,1,79,72,85,54,290,std-4851,male,group D,high school,4
0,1,85,97,83,66,331,std-4852,male,group B,master's degree,0
1,0,58,93,51,62,264,std-4853,male,group B,bachelor's degree,0
0,0,88,74,70,79,311,std-4854,male,group C,some high school,2
0,0,35,55,42,62,194,std-4855,male,group C,some college,2
0,0,48,100,67,73,288,std-4856,male,group C,some college,2
1,1,23,100,81,89,293,std-4857,male,group B,some college,0
1,1,23,39,51,42,155,std-4858,male,group C,master's degree,2
0,1,15,73,69,27,184,std-4859,male,group C,high school,2
1,1,58,38,62,45,203,std-4860,male,group E,some high school,0
1,0,33,75,100,54,262,std-4861,male,group C,some high school,2
1,1,76,44,76,58,254,std-4862,male,group E,associate's degree,0
0,0,66,99,80,75,320,std-4863,male,group C,high school,2
1,0,94,85,91,62,332,std-4864,male,group E,some high school,0
1,0,46,91,49,100,286,std-4865,male,group C,some college,2
0,0,69,80,70,96,315,std-4866,male,group C,some college,2
0,0,15,79,54,100,248,std-4867,male,group C,associate's degree,2
1,1,30,94,79,24,227,std-4868,male,group C,some high school,2
1,1,76,100,73,50,299,std-4869,male,group C,some high school,2
1,0,57,96,73,58,284,std-4870,male,group C,some college,2
1,1,99,77,72,90,338,std-4871,male,group E,some high school,0
1,1,61,17,81,47,206,std-4872,male,group C,associate's degree,2
0,0,83,20,80,92,275,std-4873,male,group C,some college,2
1,0,60,49,46,39,194,std-4874,male,group B,high school,0
1,1,44,65,58,42,209,std-4875,male,group D,some college,4
1,0,69,78,35,61,243,std-4876,male,group C,some high school,2
1,1,48,65,98,52,263,std-4877,male,group C,master's degree,2
0,1,47,60,73,85,265,std-4878,male,group E,master's degree,0
0,1,45,89,53,48,235,std-4879,male,group B,some college,0
1,0,74,83,78,61,296,std-4880,male,group C,bachelor's degree,2
1,1,94,66,98,63,321,std-4881,male,group D,some college,4
0,0,56,100,83,44,283,std-4882,male,group C,bachelor's degree,2
0,0,33,57,87,51,228,std-4883,male,group D,master's degree,4
0,0,49,60,57,94,260,std-4884,male,group B,some high school,0
0,0,12,80,96,65,253,std-4885,male,group C,high school,2
1,1,34,88,82,51,255,std-4886,male,group C,high school,2
1,0,74,56,81,65,276,std-4887,male,group D,high school,4
1,0,31,65,63,56,215,std-4888,male,group C,bachelor's degree,2
1,0,50,75,63,66,254,std-4889,male,group C,high school,2
1,0,43,69,29,74,215,std-4890,male,group C,associate's degree,2
0,0,96,64,53,81,294,std-4891,male,group C,some high school,2
0,0,26,74,91,44,235,std-4892,male,group D,high school,4
1,1,61,61,70,57,249,std-4893,male,group B,some college,0
1,0,16,100,72,89,277,std-4894,male,group B,some high school,0
0,0,66,79,78,99,322,std-4895,male,group B,associate's degree,0
0,0,15,49,52,81,197,std-4896,male,group D,associate's degree,4
0,1,90,60,63,42,255,std-4897,male,group A,some high school,0
1,1,29,96,97,87,309,std-4898,male,group D,some college,4
1,1,41,94,60,13,208,std-4899,male,group D,some high school,4
0,1,57,100,95,83,335,std-4900,male,group B,master's degree,0
1,1,30,84,77,57,248,std-4901,male,group C,some high school,2
1,0,86,80,66,58,290,std-4902,male,group C,associate's degree,2
1,1,62,75,100,67,304,std-4903,male,group E,some college,0
0,0,49,50,51,77,227,std-4904,male,group E,some college,0
0,1,52,84,74,53,263,std-4905,male,group B,some college,0
0,0,56,49,67,82,254,std-4906,male,group D,master's degree,4
1,1,55,80,100,36,271,std-4907,male,group D,some college,4
1,0,56,58,88,54,256,std-4908,male,group D,associate's degree,4
0,1,98,43,38,57,236,std-4909,male,group B,some college,0
0,0,57,56,69,44,226,std-4910,male,group B,some high school,0
1,0,24,80,62,70,236,std-4911,male,group D,master's degree,4
1,0,40,52,63,30,185,std-4912,male,group D,master's degree,4
0,1,79,94,63,84,320,std-4913,male,group B,some college,0
1,0,37,85,73,61,256,std-4914,male,group B,some high school,0
0,0,53,69,32,78,232,std-4915,male,group C,bachelor's degree,2
1,0,100,83,70,91,344,std-4916,male,group C,associate's degree,2
1,1,73,88,46,67,274,std-4917,male,group D,some college,4
1,0,51,68,98,45,262,std-4919,male,group C,some college,2
0,0,37,58,61,55,211,std-4920,male,group D,bachelor's degree,4
0,1,93,82,94,97,366,std-4921,male,group B,some college,0
1,0,40,46,53,100,239,std-4922,male,group C,some high school,2
1,0,19,43,94,47,203,std-4923,male,group D,associate's degree,4
0,1,29,100,67,70,266,std-4924,male,group C,associate's degree,2
0,0,48,95,82,46,271,std-4925,male,group C,master's degree,2
0,1,73,27,97,100,297,std-4926,male,group E,master's degree,0
0,0,46,69,64,100,279,std-4927,male,group A,associate's degree,0
0,1,58,61,74,73,266,std-4928,male,group A,bachelor's degree,0
1,0,55,73,78,78,284,std-4929,male,group B,associate's degree,0
1,1,59,84,77,86,306,std-4930,male,group D,some high school,4
1,0,21,91,93,83,288,std-4931,male,group C,associate's degree,2
0,0,94,62,100,16,272,std-4932,male,group C,some high school,2
0,0,21,73,50,80,224,std-4933,male,group A,some high school,0
1,1,76,73,34,84,267,std-4934,male,group D,high school,4
1,0,69,53,69,80,271,std-4935,male,group C,some high school,2
1,0,29,80,82,67,258,std-4936,male,group A,high school,0
0,1,45,67,38,37,187,std-4937,male,group A,high school,0
1,0,34,100,98,85,317,std-4938,male,group D,some college,4
1,0,12,100,49,92,253,std-4939,male,group B,some college,0
0,0,80,67,50,48,245,std-4940,male,group B,some high school,0
1,0,78,57,41,84,260,std-4941,male,group B,associate's degree,0
1,1,52,71,76,63,262,std-4942,male,group D,bachelor's degree,4
1,0,29,100,73,84,286,std-4943,male,group B,associate's degree,0
1,0,35,92,52,37,216,std-4944,male,group E,high school,0
0,1,77,100,62,44,283,std-4945,male,group B,high school,0
0,1,49,73,78,73,273,std-4946,male,group C,associate's degree,2
0,0,35,68,60,28,191,std-4947,male,group E,associate's degree,0
1,1,19,79,100,73,271,std-4948,male,group B,associate's degree,0
1,1,54,75,41,83,253,std-4949,male,group D,master's degree,4
1,1,28,59,95,45,227,std-4950,male,group A,bachelor's degree,0
1,0,63,64,58,15,200,std-4951,male,group C,bachelor's degree,2
1,1,100,100,76,65,341,std-4952,male,group D,associate's degree,4
1,0,10,94,63,68,235,std-4953,male,group E,some high school,0
1,0,100,63,49,57,269,std-4954,male,group C,associate's degree,2
1,1,92,97,38,51,278,std-4955,male,group D,master's degree,4
1,1,85,73,78,85,321,std-4956,male,group C,high school,2
0,0,67,80,82,49,278,std-4957,male,group C,some high school,2
0,1,72,64,87,71,294,std-4958,male,group D,bachelor's degree,4
0,1,90,83,91,100,364,std-4959,male,group B,some high school,0
1,0,0,91,64,60,215,std-4960,male,group A,associate's degree,0
1,1,70,41,57,62,230,std-4961,male,group B,some college,0
0,0,50,41,55,44,190,std-4962,male,group B,some high school,0
0,0,42,35,39,60,176,std-4963,male,group E,high school,0
1,0,36,84,86,21,227,std-4965,male,group D,some college,4
0,0,28,80,83,59,250,std-4966,male,group D,some college,4
1,0,18,52,65,59,194,std-4967,male,group C,high school,2
0,0,49,87,58,74,268,std-4968,male,group C,some college,2
1,1,62,88,92,43,285,std-4969,male,group D,high school,4
1,1,49,86,60,64,259,std-4970,male,group D,some high school,4
1,0,23,83,51,53,210,std-4971,male,group D,bachelor's degree,4
0,0,98,100,59,78,335,std-4972,male,group A,some college,0
0,0,32,97,64,62,255,std-4973,male,group C,some high school,2
1,0,82,51,79,61,273,std-4974,male,group C,master's degree,2
1,1,52,47,100,56,255,std-4975,male,group C,associate's degree,2
1,1,42,79,69,44,234,std-4977,male,group B,some college,0
1,1,49,46,58,87,240,std-4978,male,group D,some high school,4
1,0,16,39,48,66,169,std-4979,male,group C,high school,2
1,0,42,60,51,96,249,std-4980,male,group C,some high school,2
1,0,68,98,77,91,334,std-4981,male,group C,some college,2
1,0,29,64,85,42,220,std-4982,male,group C,high school,2
0,0,82,52,65,50,249,std-4983,male,group B,some high school,0
1,1,64,100,78,17,259,std-4984,male,group D,high school,4
1,0,16,91,36,99,242,std-4985,male,group D,high school,4
1,0,86,73,93,52,304,std-4986,male,group C,some high school,2
1,1,19,55,83,79,236,std-4987,male,group C,some college,2
1,0,54,75,58,53,240,std-4988,male,group C,high school,2
1,1,45,57,95,46,243,std-4989,male,group A,bachelor's degree,0
1,1,48,86,34,45,213,std-4991,male,group C,high school,2
