TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Cluster,Category
101.28,32,75,1,2774.35,Credit,Chicago,Online,Engineer,1,Transaksi Abnormal
299.92,27,122,1,1368.0,Debit,Denver,ATM,Student,0,Transaksi Normal
77.54,67,73,1,4536.38,Debit,Phoenix,Online,Retired,0,Transaksi Normal
18.35,21,78,1,1293.39,Debit,Nashville,Branch,Student,0,Transaksi Normal
732.53,26,116,1,441.54,Credit,San Jose,ATM,Student,1,Transaksi Abnormal
65.11,34,150,1,8485.14,Debit,Nashville,ATM,Engineer,0,Transaksi Normal
67.07,24,56,1,999.62,Credit,Los Angeles,ATM,Student,1,Transaksi Abnormal
137.48,55,47,1,14273.42,Debit,Seattle,Branch,Doctor,0,Transaksi Normal
398.36,22,56,1,1863.7,Debit,Columbus,ATM,Student,0,Transaksi Normal
469.46,20,149,1,8640.56,Debit,New York,ATM,Student,0,Transaksi Normal
37.58,57,182,1,259.44,Debit,Indianapolis,ATM,Doctor,0,Transaksi Normal
160.24,31,15,1,5526.97,Debit,Washington,ATM,Engineer,0,Transaksi Normal
315.39,23,93,1,929.6,Credit,New York,Branch,Student,1,Transaksi Abnormal
434.17,21,148,5,5335.44,Debit,Atlanta,ATM,Student,0,Transaksi Normal
165.91,26,84,1,587.12,Debit,Jacksonville,ATM,Student,0,Transaksi Normal
211.36,47,194,1,4760.34,Debit,San Francisco,Branch,Engineer,0,Transaksi Normal
241.45,26,158,1,1594.04,Debit,Portland,Online,Student,0,Transaksi Normal
23.24,68,129,1,13777.79,Debit,Indianapolis,Branch,Doctor,0,Transaksi Normal
70.88,74,176,1,1794.65,Credit,Omaha,Branch,Retired,1,Transaksi Abnormal
1143.67,66,111,1,7677.76,Debit,Atlanta,Online,Retired,0,Transaksi Normal
314.52,80,229,1,7071.32,Debit,Memphis,ATM,Retired,0,Transaksi Normal
181.81,78,122,1,7525.73,Credit,Austin,Online,Retired,1,Transaksi Abnormal
854.64,56,118,1,2989.25,Debit,Fort Worth,Branch,Retired,0,Transaksi Normal
261.19,64,52,1,7620.6,Debit,Oklahoma City,ATM,Retired,0,Transaksi Normal
220.68,71,217,1,5549.2,Credit,Raleigh,Online,Retired,1,Transaksi Abnormal
11.86,31,129,1,6782.61,Debit,Sacramento,Branch,Engineer,0,Transaksi Normal
122.65,28,41,1,1968.51,Debit,Columbus,Online,Student,0,Transaksi Normal
395.16,56,17,1,5340.73,Debit,Milwaukee,Online,Retired,0,Transaksi Normal
704.69,51,150,1,3267.84,Debit,Las Vegas,Online,Retired,0,Transaksi Normal
369.89,69,69,1,6941.47,Debit,San Antonio,ATM,Retired,0,Transaksi Normal
10.92,67,268,1,7567.2,Debit,Jacksonville,ATM,Retired,0,Transaksi Normal
199.14,31,36,1,7001.25,Debit,Seattle,Branch,Engineer,0,Transaksi Normal
109.43,70,140,1,1983.65,Debit,Denver,ATM,Retired,0,Transaksi Normal
304.15,20,40,1,686.91,Debit,Atlanta,Branch,Student,0,Transaksi Normal
620.54,28,98,1,213.36,Credit,Omaha,Branch,Student,1,Transaksi Abnormal
757.79,22,117,1,1443.02,Debit,Charlotte,Online,Student,0,Transaksi Normal
122.81,52,12,1,8450.84,Debit,San Jose,Branch,Doctor,0,Transaksi Normal
96.25,61,171,1,7996.7,Debit,Houston,Online,Retired,0,Transaksi Normal
1431.33,30,49,1,5567.98,Debit,Charlotte,ATM,Doctor,0,Transaksi Normal
142.55,67,97,1,1262.68,Debit,Kansas City,Online,Doctor,0,Transaksi Normal
35.94,23,141,1,1697.28,Credit,Fresno,Branch,Student,1,Transaksi Abnormal
24.86,58,292,1,2591.65,Debit,Jacksonville,Branch,Engineer,0,Transaksi Normal
103.08,60,109,1,12002.16,Debit,San Francisco,Online,Doctor,0,Transaksi Normal
116.27,57,94,1,8726.92,Debit,Portland,Online,Engineer,0,Transaksi Normal
363.84,73,118,3,5415.64,Debit,Columbus,Online,Retired,0,Transaksi Normal
34.74,59,72,1,3736.57,Credit,Portland,Online,Retired,1,Transaksi Abnormal
64.01,19,240,1,1225.69,Credit,Philadelphia,Branch,Student,1,Transaksi Abnormal
108.75,50,23,4,14829.85,Debit,Houston,ATM,Doctor,0,Transaksi Normal
50.9,28,150,1,1277.7,Credit,Jacksonville,Online,Student,1,Transaksi Abnormal
206.84,20,154,1,454.66,Debit,Philadelphia,Branch,Student,0,Transaksi Normal
37.4,20,84,1,1519.51,Debit,Raleigh,ATM,Student,0,Transaksi Normal
154.21,46,75,1,8045.77,Debit,Miami,Online,Engineer,0,Transaksi Normal
199.37,24,79,1,1331.3,Debit,Chicago,Online,Student,0,Transaksi Normal
410.49,25,134,1,1843.57,Credit,Atlanta,Branch,Student,1,Transaksi Abnormal
1360.01,67,218,1,6601.5,Credit,Phoenix,Branch,Retired,1,Transaksi Abnormal
18.23,56,28,1,8422.2,Debit,Nashville,ATM,Engineer,0,Transaksi Normal
398.7,47,276,1,7987.74,Debit,Albuquerque,ATM,Doctor,0,Transaksi Normal
122.14,22,155,1,327.68,Debit,Omaha,Online,Student,0,Transaksi Normal
378.2,40,167,1,7372.81,Debit,Mesa,Branch,Engineer,0,Transaksi Normal
124.74,49,33,1,2987.97,Debit,Los Angeles,ATM,Engineer,0,Transaksi Normal
17.1,53,101,1,1619.54,Debit,Albuquerque,ATM,Retired,0,Transaksi Normal
287.05,22,212,1,1204.65,Debit,Milwaukee,ATM,Student,0,Transaksi Normal
874.72,28,173,1,4630.58,Debit,San Francisco,Online,Engineer,0,Transaksi Normal
1762.28,24,150,1,1380.34,Debit,Memphis,ATM,Student,0,Transaksi Normal
40.12,36,269,1,14304.38,Credit,Dallas,ATM,Doctor,1,Transaksi Abnormal
125.0,49,177,1,3215.76,Credit,Indianapolis,Online,Engineer,1,Transaksi Abnormal
348.44,24,147,1,1022.94,Debit,Baltimore,Online,Student,0,Transaksi Normal
128.4,69,31,1,2610.64,Debit,Tucson,ATM,Retired,0,Transaksi Normal
320.93,55,178,1,9451.66,Debit,Atlanta,Online,Engineer,0,Transaksi Normal
1.41,53,278,1,1244.17,Debit,Sacramento,ATM,Retired,0,Transaksi Normal
50.52,54,293,1,12815.24,Debit,Los Angeles,Branch,Doctor,0,Transaksi Normal
383.95,31,143,1,9933.56,Credit,San Diego,Online,Engineer,1,Transaksi Abnormal
12.94,23,158,1,921.23,Debit,Fresno,Branch,Student,0,Transaksi Normal
329.75,56,211,1,6009.43,Debit,Sacramento,Online,Retired,0,Transaksi Normal
981.76,45,234,1,602.36,Debit,Milwaukee,Online,Doctor,0,Transaksi Normal
40.79,18,80,1,1769.33,Debit,Milwaukee,ATM,Student,0,Transaksi Normal
99.25,63,93,1,2570.34,Credit,Phoenix,Online,Retired,1,Transaksi Abnormal
150.6,69,59,1,3240.14,Debit,Miami,ATM,Retired,0,Transaksi Normal
29.5,73,129,1,1229.32,Debit,San Antonio,Online,Retired,0,Transaksi Normal
54.34,65,46,1,8019.89,Debit,Albuquerque,ATM,Doctor,0,Transaksi Normal
18.25,53,18,1,14328.29,Debit,Kansas City,ATM,Doctor,0,Transaksi Normal
633.87,27,175,1,330.16,Debit,Kansas City,Online,Student,0,Transaksi Normal
81.15,19,114,1,1595.26,Debit,Miami,ATM,Student,0,Transaksi Normal
83.95,75,170,1,7413.18,Debit,New York,Online,Retired,0,Transaksi Normal
410.4,61,78,1,2563.91,Credit,Virginia Beach,ATM,Retired,1,Transaksi Abnormal
172.68,33,17,1,10724.95,Debit,Baltimore,ATM,Doctor,0,Transaksi Normal
139.88,34,162,1,2969.71,Debit,Colorado Springs,ATM,Engineer,0,Transaksi Normal
165.55,28,115,1,761.78,Debit,Dallas,Branch,Student,0,Transaksi Normal
53.79,54,137,3,6229.36,Credit,Philadelphia,ATM,Engineer,1,Transaksi Abnormal
285.69,63,35,1,2552.54,Debit,Miami,ATM,Retired,0,Transaksi Normal
532.4,22,149,1,1033.73,Debit,Jacksonville,ATM,Student,0,Transaksi Normal
293.85,25,144,1,1919.97,Debit,Charlotte,Online,Student,0,Transaksi Normal
27.94,79,120,1,1893.44,Debit,Atlanta,Branch,Retired,0,Transaksi Normal
270.36,25,37,1,1783.04,Debit,Oklahoma City,ATM,Student,0,Transaksi Normal
112.66,29,176,3,852.98,Debit,Philadelphia,Online,Engineer,0,Transaksi Normal
506.03,21,21,1,1123.89,Debit,Detroit,Branch,Student,0,Transaksi Normal
206.95,22,31,1,1817.65,Debit,Seattle,Branch,Student,0,Transaksi Normal
350.96,63,167,1,5463.94,Debit,Tucson,ATM,Retired,0,Transaksi Normal
261.63,20,150,1,477.03,Debit,Chicago,Branch,Student,0,Transaksi Normal
46.12,59,30,1,8874.01,Debit,Fresno,Branch,Doctor,0,Transaksi Normal
27.25,63,92,1,5365.2,Credit,Kansas City,Branch,Retired,1,Transaksi Abnormal
1353.93,26,171,1,7858.41,Debit,El Paso,Branch,Engineer,0,Transaksi Normal
331.66,76,145,1,7216.3,Debit,Las Vegas,ATM,Retired,0,Transaksi Normal
667.95,62,253,1,13558.56,Credit,Oklahoma City,ATM,Doctor,1,Transaksi Abnormal
49.84,49,146,1,7872.04,Debit,Chicago,ATM,Doctor,0,Transaksi Normal
556.04,72,27,1,5200.04,Debit,Denver,ATM,Retired,0,Transaksi Normal
88.06,18,288,1,1779.85,Credit,Raleigh,Online,Student,1,Transaksi Abnormal
745.95,58,127,1,13264.14,Debit,Memphis,ATM,Doctor,0,Transaksi Normal
67.25,19,157,1,467.4,Debit,Miami,Online,Student,0,Transaksi Normal
93.63,29,141,1,9873.62,Debit,New York,ATM,Engineer,0,Transaksi Normal
74.11,22,49,1,1257.9,Debit,San Jose,Branch,Student,0,Transaksi Normal
41.13,77,58,1,6067.54,Credit,Philadelphia,Branch,Retired,1,Transaksi Abnormal
192.02,79,154,1,5169.07,Credit,Indianapolis,Online,Retired,1,Transaksi Abnormal
291.27,77,121,1,6878.86,Debit,Detroit,Branch,Retired,0,Transaksi Normal
296.46,23,136,1,558.99,Debit,Dallas,Branch,Student,0,Transaksi Normal
341.84,27,89,1,1400.04,Credit,El Paso,Branch,Student,1,Transaksi Abnormal
98.41,27,48,1,912.71,Debit,Sacramento,Online,Student,0,Transaksi Normal
109.28,36,112,4,6338.35,Debit,San Diego,Online,Engineer,0,Transaksi Normal
27.51,40,103,1,13645.63,Credit,Columbus,Online,Doctor,1,Transaksi Abnormal
12.18,76,77,1,4909.24,Debit,New York,Branch,Retired,0,Transaksi Normal
207.71,25,63,1,570.1,Credit,Kansas City,Online,Student,1,Transaksi Abnormal
25.77,45,277,1,11749.77,Credit,San Diego,Online,Doctor,1,Transaksi Abnormal
127.57,52,75,1,6118.2,Debit,Nashville,ATM,Retired,0,Transaksi Normal
392.05,60,172,1,4383.69,Debit,Denver,ATM,Engineer,0,Transaksi Normal
521.01,41,73,1,4004.55,Credit,Seattle,Branch,Engineer,1,Transaksi Abnormal
849.76,25,269,1,373.88,Debit,Seattle,ATM,Student,0,Transaksi Normal
172.5,68,31,1,6851.16,Debit,Columbus,Online,Doctor,0,Transaksi Normal
265.44,30,169,1,9700.77,Debit,San Antonio,ATM,Engineer,0,Transaksi Normal
152.34,55,115,1,6853.51,Debit,Omaha,Branch,Doctor,0,Transaksi Normal
21.13,28,153,1,948.7,Debit,Dallas,Branch,Student,0,Transaksi Normal
111.55,46,101,1,12221.17,Debit,Denver,ATM,Doctor,0,Transaksi Normal
321.82,32,43,1,6500.5,Credit,Raleigh,Branch,Engineer,1,Transaksi Abnormal
1294.81,45,279,1,9927.75,Credit,Washington,Branch,Engineer,1,Transaksi Abnormal
148.77,67,175,1,2138.42,Debit,San Jose,Branch,Retired,0,Transaksi Normal
14.08,57,154,1,3908.65,Debit,Dallas,Branch,Retired,0,Transaksi Normal
1283.97,42,121,1,11041.9,Debit,Colorado Springs,ATM,Doctor,0,Transaksi Normal
566.33,24,66,1,379.82,Credit,Charlotte,ATM,Student,1,Transaksi Abnormal
206.51,51,275,1,3921.74,Debit,Indianapolis,ATM,Retired,0,Transaksi Normal
180.94,75,57,1,7659.99,Debit,Raleigh,Branch,Retired,0,Transaksi Normal
77.9,21,128,1,664.72,Debit,Washington,Branch,Student,0,Transaksi Normal
318.92,21,60,1,1167.25,Credit,Washington,Branch,Student,1,Transaksi Abnormal
583.3,59,142,1,5896.01,Credit,Nashville,Online,Engineer,1,Transaksi Abnormal
100.68,63,139,1,1123.75,Debit,Memphis,Online,Retired,0,Transaksi Normal
589.64,62,210,1,2039.4,Debit,Charlotte,Online,Retired,0,Transaksi Normal
225.93,25,199,1,1864.27,Credit,Omaha,Branch,Student,1,Transaksi Abnormal
651.55,72,82,1,2325.78,Debit,Phoenix,Online,Retired,0,Transaksi Normal
80.97,38,157,1,5926.31,Debit,Seattle,Online,Doctor,0,Transaksi Normal
191.89,25,14,1,399.57,Debit,San Antonio,Branch,Student,0,Transaksi Normal
304.75,78,125,1,1916.34,Credit,Austin,Branch,Retired,1,Transaksi Abnormal
201.53,68,287,1,2732.86,Debit,Tucson,Online,Retired,0,Transaksi Normal
8.45,22,141,1,1115.3,Debit,Philadelphia,ATM,Student,0,Transaksi Normal
435.98,30,105,1,7334.08,Debit,Mesa,Branch,Engineer,0,Transaksi Normal
743.24,19,109,1,1024.19,Credit,Indianapolis,Online,Student,1,Transaksi Abnormal
16.27,57,44,1,10971.32,Debit,Atlanta,ATM,Doctor,0,Transaksi Normal
290.86,45,36,1,14631.88,Debit,Louisville,Online,Doctor,0,Transaksi Normal
85.73,41,266,1,14928.35,Debit,Virginia Beach,ATM,Doctor,0,Transaksi Normal
555.71,22,73,1,830.37,Credit,Boston,Branch,Student,1,Transaksi Abnormal
40.03,23,200,1,6408.8,Debit,Omaha,Branch,Student,0,Transaksi Normal
73.01,25,62,1,1997.33,Credit,Milwaukee,Online,Student,1,Transaksi Abnormal
346.12,44,12,1,13084.27,Debit,San Francisco,Branch,Doctor,0,Transaksi Normal
1.93,47,175,5,5684.09,Debit,Chicago,Branch,Doctor,0,Transaksi Normal
252.93,75,222,1,2760.37,Debit,Portland,ATM,Retired,0,Transaksi Normal
238.54,19,12,4,868.91,Debit,Indianapolis,ATM,Student,0,Transaksi Normal
1011.22,61,129,1,5838.91,Debit,Tucson,Branch,Retired,0,Transaksi Normal
58.7,67,141,1,8937.35,Debit,New York,Branch,Doctor,0,Transaksi Normal
7.56,40,145,1,8528.72,Debit,Milwaukee,ATM,Doctor,0,Transaksi Normal
540.4,45,272,1,425.77,Debit,Houston,Branch,Doctor,0,Transaksi Normal
264.14,64,125,1,8459.26,Debit,Baltimore,ATM,Doctor,0,Transaksi Normal
248.15,75,202,1,2649.23,Debit,Milwaukee,ATM,Retired,0,Transaksi Normal
24.34,54,110,1,6659.12,Debit,Raleigh,Branch,Engineer,0,Transaksi Normal
428.61,66,62,1,11937.04,Debit,Fort Worth,ATM,Doctor,0,Transaksi Normal
117.66,39,126,1,6794.17,Credit,Memphis,Branch,Doctor,1,Transaksi Abnormal
165.8,60,287,1,2064.76,Debit,Nashville,Online,Engineer,0,Transaksi Normal
289.18,65,64,1,3139.75,Debit,Baltimore,ATM,Retired,0,Transaksi Normal
125.39,21,140,1,202.69,Debit,Los Angeles,ATM,Student,0,Transaksi Normal
305.18,58,216,1,4474.2,Debit,Chicago,Online,Retired,0,Transaksi Normal
506.9,64,56,1,11471.87,Credit,Houston,Branch,Doctor,1,Transaksi Abnormal
504.12,25,101,1,1107.28,Credit,Baltimore,Branch,Student,1,Transaksi Abnormal
42.09,29,118,1,5526.28,Debit,Denver,Branch,Engineer,0,Transaksi Normal
607.28,32,84,1,9679.68,Debit,Baltimore,ATM,Doctor,0,Transaksi Normal
91.9,77,125,1,1033.94,Debit,Chicago,Online,Retired,0,Transaksi Normal
303.43,22,30,1,1833.24,Debit,Virginia Beach,Branch,Student,0,Transaksi Normal
668.78,20,141,1,983.68,Debit,Mesa,ATM,Student,0,Transaksi Normal
270.54,20,139,1,269.78,Credit,Sacramento,ATM,Student,1,Transaksi Abnormal
247.93,37,79,1,9801.48,Debit,Indianapolis,Branch,Engineer,0,Transaksi Normal
34.67,19,71,1,888.6,Debit,Chicago,Online,Student,0,Transaksi Normal
326.03,18,137,1,290.24,Credit,New York,Online,Student,1,Transaksi Abnormal
148.26,25,57,1,958.7,Debit,Omaha,ATM,Student,0,Transaksi Normal
1086.6,19,38,1,1605.67,Debit,San Diego,Online,Student,0,Transaksi Normal
373.99,60,140,1,8590.5,Debit,Sacramento,ATM,Doctor,0,Transaksi Normal
254.34,49,79,1,5461.08,Debit,El Paso,Online,Engineer,0,Transaksi Normal
819.48,25,26,1,1804.5,Debit,Virginia Beach,ATM,Student,0,Transaksi Normal
14.0,49,173,1,7975.18,Debit,San Antonio,ATM,Engineer,0,Transaksi Normal
57.16,40,74,1,222.22,Debit,Columbus,ATM,Engineer,0,Transaksi Normal
282.26,37,278,1,6857.2,Debit,Memphis,Online,Engineer,0,Transaksi Normal
46.96,46,12,1,2028.92,Debit,Las Vegas,Online,Engineer,0,Transaksi Normal
473.2,34,173,1,248.52,Debit,Houston,Online,Doctor,0,Transaksi Normal
192.97,59,140,1,3019.04,Debit,Sacramento,ATM,Retired,0,Transaksi Normal
168.99,18,203,1,1523.57,Debit,Baltimore,ATM,Student,0,Transaksi Normal
1.82,80,60,1,5571.39,Debit,San Francisco,Online,Retired,0,Transaksi Normal
40.9,55,37,1,1514.34,Debit,Charlotte,ATM,Doctor,0,Transaksi Normal
78.91,61,157,1,1817.43,Debit,Sacramento,Online,Doctor,0,Transaksi Normal
169.97,22,12,1,6269.12,Credit,San Diego,ATM,Student,1,Transaksi Abnormal
17.79,61,162,5,2281.9,Debit,Jacksonville,Branch,Retired,0,Transaksi Normal
486.61,48,130,1,2006.69,Credit,Sacramento,ATM,Engineer,1,Transaksi Abnormal
148.13,58,56,1,2189.38,Debit,Phoenix,Branch,Retired,0,Transaksi Normal
164.52,61,162,1,11036.74,Debit,Dallas,ATM,Doctor,0,Transaksi Normal
720.89,27,120,1,447.06,Debit,Indianapolis,ATM,Student,0,Transaksi Normal
268.7,53,63,1,2104.74,Debit,Milwaukee,ATM,Retired,0,Transaksi Normal
637.34,51,278,1,5183.5,Debit,Indianapolis,ATM,Retired,0,Transaksi Normal
216.76,47,138,1,643.64,Credit,Omaha,Online,Engineer,1,Transaksi Abnormal
418.02,46,110,1,11011.86,Debit,Los Angeles,ATM,Doctor,0,Transaksi Normal
292.03,46,154,1,951.33,Credit,Memphis,ATM,Engineer,1,Transaksi Abnormal
251.4,57,178,1,2561.67,Debit,Tucson,ATM,Retired,0,Transaksi Normal
184.56,21,93,1,1549.27,Debit,Virginia Beach,Online,Student,0,Transaksi Normal
33.76,26,227,1,3253.51,Debit,Seattle,Online,Engineer,0,Transaksi Normal
253.46,45,60,1,1338.95,Debit,Memphis,ATM,Engineer,0,Transaksi Normal
1612.37,65,173,1,3910.59,Debit,Los Angeles,ATM,Retired,0,Transaksi Normal
138.68,22,44,1,206.2,Credit,Colorado Springs,Branch,Student,1,Transaksi Abnormal
42.56,18,146,1,4361.44,Debit,Fresno,Online,Student,0,Transaksi Normal
680.76,21,165,1,572.97,Debit,Kansas City,Branch,Student,0,Transaksi Normal
53.83,70,131,1,4580.59,Debit,Baltimore,Branch,Retired,0,Transaksi Normal
11.09,51,95,1,2990.05,Debit,Charlotte,Branch,Engineer,0,Transaksi Normal
37.81,63,195,1,5208.98,Debit,Colorado Springs,Branch,Retired,0,Transaksi Normal
449.18,67,50,1,1025.99,Debit,Denver,Online,Retired,0,Transaksi Normal
1135.8,30,250,1,13534.3,Debit,San Diego,ATM,Doctor,0,Transaksi Normal
297.6,39,162,1,1461.17,Debit,Milwaukee,Online,Doctor,0,Transaksi Normal
683.75,32,106,1,6333.72,Debit,Las Vegas,Branch,Doctor,0,Transaksi Normal
21.4,48,129,1,8551.6,Credit,Kansas City,Online,Engineer,1,Transaksi Abnormal
315.94,78,93,1,4273.99,Debit,Omaha,ATM,Retired,0,Transaksi Normal
331.32,61,137,5,13054.54,Debit,Sacramento,Branch,Doctor,0,Transaksi Normal
223.76,74,110,1,4102.23,Credit,Boston,Branch,Retired,1,Transaksi Abnormal
216.03,42,300,1,10462.77,Debit,Boston,ATM,Doctor,0,Transaksi Normal
17.42,74,150,1,6851.31,Debit,Dallas,ATM,Retired,0,Transaksi Normal
491.91,78,155,1,2421.94,Debit,Milwaukee,Online,Retired,0,Transaksi Normal
350.11,74,178,1,4639.04,Credit,Raleigh,Online,Retired,1,Transaksi Abnormal
218.07,23,243,1,443.62,Debit,Austin,Branch,Student,0,Transaksi Normal
291.09,48,73,1,6312.79,Debit,El Paso,Branch,Engineer,0,Transaksi Normal
422.14,26,109,1,1436.32,Credit,Albuquerque,Branch,Student,1,Transaksi Abnormal
613.21,61,157,1,3279.12,Debit,Tucson,ATM,Retired,0,Transaksi Normal
73.83,69,69,1,6020.29,Debit,Las Vegas,Online,Doctor,0,Transaksi Normal
67.33,59,36,1,5925.98,Debit,Detroit,Online,Engineer,0,Transaksi Normal
26.92,62,43,1,1674.94,Debit,Indianapolis,ATM,Retired,0,Transaksi Normal
18.3,48,155,1,3733.52,Debit,Mesa,Online,Engineer,0,Transaksi Normal
317.94,54,124,1,2996.51,Debit,Los Angeles,ATM,Engineer,0,Transaksi Normal
179.38,40,173,1,11666.18,Debit,Mesa,Online,Doctor,0,Transaksi Normal
918.95,68,139,1,7006.46,Debit,Seattle,Online,Doctor,0,Transaksi Normal
13.92,37,209,1,2735.84,Debit,Los Angeles,ATM,Engineer,0,Transaksi Normal
365.43,25,176,1,1073.51,Debit,Portland,ATM,Student,0,Transaksi Normal
263.59,71,16,1,6996.35,Debit,Dallas,Branch,Retired,0,Transaksi Normal
54.8,34,140,1,4943.49,Debit,Albuquerque,Branch,Engineer,0,Transaksi Normal
141.49,24,75,1,1665.58,Debit,Baltimore,Online,Student,0,Transaksi Normal
31.39,20,15,1,998.49,Debit,Tucson,ATM,Student,0,Transaksi Normal
93.82,39,176,1,8422.06,Debit,San Diego,Online,Engineer,0,Transaksi Normal
5.71,21,106,1,1285.42,Debit,Tucson,Branch,Student,0,Transaksi Normal
178.39,34,98,1,8469.43,Debit,Tucson,Online,Engineer,0,Transaksi Normal
126.91,22,42,1,692.69,Debit,Kansas City,ATM,Student,0,Transaksi Normal
36.09,53,167,1,12319.26,Debit,Columbus,Branch,Doctor,0,Transaksi Normal
91.77,51,174,1,9240.73,Debit,Omaha,Branch,Doctor,0,Transaksi Normal
198.92,36,100,1,2854.66,Debit,Milwaukee,Online,Engineer,0,Transaksi Normal
137.81,58,44,1,2631.47,Debit,Detroit,Branch,Engineer,0,Transaksi Normal
136.88,24,71,1,7465.95,Credit,Memphis,Branch,Student,1,Transaksi Abnormal
133.07,21,155,1,1670.99,Debit,Sacramento,Branch,Student,0,Transaksi Normal
1.14,43,137,1,13913.92,Debit,Indianapolis,Branch,Doctor,0,Transaksi Normal
256.34,69,99,1,7471.63,Debit,Kansas City,Branch,Retired,0,Transaksi Normal
56.11,36,109,1,11123.65,Debit,Boston,Branch,Doctor,0,Transaksi Normal
118.1,50,50,1,7976.6,Debit,Fort Worth,ATM,Engineer,0,Transaksi Normal
137.86,66,120,1,8046.94,Credit,Sacramento,Online,Doctor,1,Transaksi Abnormal
813.78,54,55,1,14935.5,Credit,Atlanta,ATM,Doctor,1,Transaksi Abnormal
237.97,69,69,1,13486.15,Debit,Columbus,ATM,Doctor,0,Transaksi Normal
684.96,21,31,1,526.67,Debit,Mesa,ATM,Student,0,Transaksi Normal
878.63,60,139,1,4954.37,Debit,Columbus,ATM,Engineer,0,Transaksi Normal
276.56,68,15,1,8942.58,Debit,Austin,Branch,Doctor,0,Transaksi Normal
8.75,79,199,1,4044.62,Debit,Louisville,ATM,Retired,0,Transaksi Normal
637.48,65,207,1,4148.85,Debit,Colorado Springs,Online,Retired,0,Transaksi Normal
103.15,51,179,1,11388.15,Debit,San Diego,Branch,Doctor,0,Transaksi Normal
505.6,52,183,1,5347.57,Debit,Denver,Branch,Retired,0,Transaksi Normal
371.86,46,91,1,1329.45,Debit,Miami,ATM,Doctor,0,Transaksi Normal
14.26,50,37,1,2475.65,Debit,Virginia Beach,Branch,Engineer,0,Transaksi Normal
13.16,43,98,1,1019.46,Debit,Mesa,Branch,Engineer,0,Transaksi Normal
167.92,40,136,2,14321.73,Debit,Memphis,ATM,Doctor,0,Transaksi Normal
73.01,56,101,1,2833.12,Debit,Houston,ATM,Retired,0,Transaksi Normal
201.5,61,196,1,12148.32,Credit,Dallas,Online,Doctor,1,Transaksi Abnormal
150.3,41,204,1,14371.08,Debit,Las Vegas,Online,Doctor,0,Transaksi Normal
23.7,46,32,1,7947.44,Debit,San Francisco,ATM,Doctor,0,Transaksi Normal
49.59,48,147,1,6037.03,Debit,Boston,Branch,Engineer,0,Transaksi Normal
720.13,22,96,1,387.02,Credit,Omaha,ATM,Student,1,Transaksi Abnormal
134.92,19,101,1,1081.97,Debit,Los Angeles,Online,Student,0,Transaksi Normal
116.97,18,299,1,729.7,Debit,Oklahoma City,ATM,Student,0,Transaksi Normal
11.06,34,13,3,2782.21,Debit,Colorado Springs,ATM,Engineer,0,Transaksi Normal
88.29,50,287,1,5245.93,Credit,Houston,Online,Engineer,1,Transaksi Abnormal
5.81,25,222,1,1290.95,Debit,Houston,ATM,Student,0,Transaksi Normal
103.48,32,33,1,6494.25,Debit,Baltimore,ATM,Engineer,0,Transaksi Normal
156.74,70,136,1,4004.35,Debit,Oklahoma City,ATM,Retired,0,Transaksi Normal
505.14,68,179,1,2525.47,Debit,Portland,ATM,Retired,0,Transaksi Normal
31.06,46,61,1,11014.25,Debit,Kansas City,ATM,Doctor,0,Transaksi Normal
7.61,50,163,1,6275.0,Debit,Atlanta,ATM,Doctor,0,Transaksi Normal
276.16,53,71,1,1733.34,Credit,Portland,ATM,Retired,1,Transaksi Abnormal
145.77,68,237,1,5294.98,Debit,Memphis,ATM,Retired,0,Transaksi Normal
369.44,34,19,1,5018.67,Debit,Detroit,Online,Engineer,0,Transaksi Normal
558.86,60,95,1,9844.32,Debit,Austin,ATM,Doctor,0,Transaksi Normal
429.15,26,218,1,712.13,Debit,Las Vegas,Branch,Student,0,Transaksi Normal
36.74,33,133,1,6217.58,Debit,Tucson,Branch,Doctor,0,Transaksi Normal
79.14,57,22,1,2229.56,Credit,Portland,Online,Retired,1,Transaksi Abnormal
132.48,36,101,1,9313.05,Debit,Charlotte,Branch,Engineer,0,Transaksi Normal
